id,customer_code,first_name,last_name,email,phone,gender,date_of_birth,city,country,segment,registered_date,is_active,created_at,updated_at
2761,CUST-02761,Vĩnh,Hoàng,vĩnh.hoang7444@yahoo.com,0932942863,Male,1977-10-06,TP. Hồ Chí Minh,Vietnam,Corporate,2023-09-01,1,2023-09-01 09:00:00,2023-09-01 09:00:00
2762,CUST-02762,Toàn,Lý,toan.ly5941@gmail.com,0854258074,Other,1970-08-24,Hà Nội,Vietnam,Consumer,2023-01-01,0,2023-01-01 09:00:00,2023-01-01 09:00:00
2763,CUST-02763,Hương,Trịnh,huong.trịnh5438@gmail.com,0563545136,Female,1978-03-24,Mỹ Tho,Vietnam,Consumer,2024-09-14,1,2024-09-14 09:00:00,2024-09-14 09:00:00
2764,CUST-02764,Ngọc,Bùi,ngọc.bui7640@gmail.com,0907111212,Female,1968-01-07,TP. Hồ Chí Minh,Vietnam,Corporate,2023-01-21,1,2023-01-21 09:00:00,2023-01-21 09:00:00
2765,CUST-02765,Trang,Vũ,trang.vũ5136@yahoo.com,0848201877,Female,1994-05-21,Đà Nẵng,Vietnam,Corporate,2023-02-11,0,2023-02-11 09:00:00,2023-02-11 09:00:00
2766,CUST-02766,Hùng,Lý,hung.ly6074@gmail.com,0771352845,Male,1979-01-21,TP. Hồ Chí Minh,Vietnam,Consumer,2024-10-03,1,2024-10-03 09:00:00,2024-10-03 09:00:00
2767,CUST-02767,Hằng,Đinh,hằng.dinh6148@hotmail.com,0568140348,Female,1978-04-14,Thái Nguyên,Vietnam,Home Office,2023-10-11,1,2023-10-11 09:00:00,2023-10-11 09:00:00
2768,CUST-02768,Thu,Dương,thu.duong7985@gmail.com,0774599153,Other,1958-03-01,Hà Nội,Vietnam,Consumer,2023-02-22,1,2023-02-22 09:00:00,2023-02-22 09:00:00
2769,CUST-02769,Minh,Nguyễn,minh.nguyen3096@hotmail.com,0329070378,Other,2005-07-23,Bình Dương,Vietnam,Consumer,2024-06-08,1,2024-06-08 09:00:00,2024-06-08 09:00:00
2770,CUST-02770,Hương,Đặng,huong.dang3956@gmail.com,0936474293,Other,1991-08-01,Hà Nội,Vietnam,Consumer,2023-11-06,1,2023-11-06 09:00:00,2023-11-06 09:00:00
2771,CUST-02771,Thủy,Trần,thủy.tran4874@gmail.com,0836232151,Female,1965-10-13,Nha Trang,Vietnam,Corporate,2023-11-19,1,2023-11-19 09:00:00,2023-11-19 09:00:00
2772,CUST-02772,Mỹ,Đinh,my.dinh8402@gmail.com,0834311150,Female,1974-05-24,Hải Phòng,Vietnam,Consumer,2023-12-04,1,2023-12-04 09:00:00,2023-12-04 09:00:00
2773,CUST-02773,Trinh,Ngô,trinh.ngo7929@yahoo.com,0331295903,Other,1999-06-13,Hà Nội,Vietnam,Corporate,2024-05-12,1,2024-05-12 09:00:00,2024-05-12 09:00:00
2774,CUST-02774,Nhân,Trần,nhan.tran9191@outlook.com,0905031215,Male,1998-12-12,TP. Hồ Chí Minh,Vietnam,Consumer,2024-08-11,1,2024-08-11 09:00:00,2024-08-11 09:00:00
2775,CUST-02775,Tuấn,Trịnh,tuan.trịnh4347@gmail.com,0915964703,Other,1976-06-25,TP. Hồ Chí Minh,Vietnam,Corporate,2023-06-24,1,2023-06-24 09:00:00,2023-06-24 09:00:00
2776,CUST-02776,Trúc,Đỗ,truc.do9901@gmail.com,0581994136,Other,1969-10-04,TP. Hồ Chí Minh,Vietnam,Corporate,2024-04-27,1,2024-04-27 09:00:00,2024-04-27 09:00:00
2777,CUST-02777,Phong,Tô,phong.to1698@hotmail.com,0366317774,Male,1967-02-28,Nha Trang,Vietnam,Consumer,2023-07-05,1,2023-07-05 09:00:00,2023-07-05 09:00:00
2778,CUST-02778,Vĩnh,Phan,vĩnh.phan7188@hotmail.com,0858052924,Other,1979-04-14,Vinh,Vietnam,Consumer,2023-12-30,1,2023-12-30 09:00:00,2023-12-30 09:00:00
2779,CUST-02779,Khánh,Đỗ,khanh.do2075@yahoo.com,0704941100,Female,1992-10-13,Bình Dương,Vietnam,Corporate,2023-02-03,1,2023-02-03 09:00:00,2023-02-03 09:00:00
2780,CUST-02780,Quân,Bùi,quan.bui7348@hotmail.com,0343049484,Other,1969-11-23,Hà Nội,Vietnam,Home Office,2023-10-23,1,2023-10-23 09:00:00,2023-10-23 09:00:00
2781,CUST-02781,Trang,Lý,trang.ly1086@gmail.com,0769352756,Female,1992-04-04,TP. Hồ Chí Minh,Vietnam,Home Office,2023-01-26,1,2023-01-26 09:00:00,2023-01-26 09:00:00
2782,CUST-02782,Hùng,Vũ,hung.vũ2765@gmail.com,0393780068,Other,1976-03-19,TP. Hồ Chí Minh,Vietnam,Corporate,2024-02-23,1,2024-02-23 09:00:00,2024-02-23 09:00:00
2783,CUST-02783,Yến,Huỳnh,yen.huynh8295@hotmail.com,0583070781,Female,1964-03-10,Vũng Tàu,Vietnam,Corporate,2023-02-07,1,2023-02-07 09:00:00,2023-02-07 09:00:00
2784,CUST-02784,Vy,Vũ,vy.vũ5201@outlook.com,0587142709,Other,2004-03-23,TP. Hồ Chí Minh,Vietnam,Consumer,2023-01-22,0,2023-01-22 09:00:00,2023-01-22 09:00:00
2785,CUST-02785,Ánh,Trịnh,anh.trịnh478@yahoo.com,0385577027,Female,1979-08-26,Hà Nội,Vietnam,Consumer,2023-10-02,1,2023-10-02 09:00:00,2023-10-02 09:00:00
2786,CUST-02786,Quân,Lý,quan.ly3549@gmail.com,0987771961,Other,1965-07-12,Biên Hòa,Vietnam,Consumer,2024-05-01,1,2024-05-01 09:00:00,2024-05-01 09:00:00
2787,CUST-02787,Lam,Đặng,lam.dang9782@outlook.com,0379659234,Female,1977-02-10,Hà Nội,Vietnam,Consumer,2023-11-05,1,2023-11-05 09:00:00,2023-11-05 09:00:00
2788,CUST-02788,Long,Nguyễn,long.nguyen1137@yahoo.com,0940084075,Male,1966-03-16,Vinh,Vietnam,Consumer,2023-02-11,0,2023-02-11 09:00:00,2023-02-11 09:00:00
2789,CUST-02789,Thủy,Vũ,thủy.vũ666@gmail.com,0329984336,Female,1986-02-04,Hà Nội,Vietnam,Consumer,2023-09-08,1,2023-09-08 09:00:00,2023-09-08 09:00:00
2790,CUST-02790,Thu,Bùi,thu.bui8217@gmail.com,0792745669,Other,1993-06-19,Hải Phòng,Vietnam,Corporate,2024-10-14,1,2024-10-14 09:00:00,2024-10-14 09:00:00
2791,CUST-02791,Minh,Võ,minh.võ1553@gmail.com,0584866718,Other,1985-03-25,Đà Nẵng,Vietnam,Home Office,2023-06-02,1,2023-06-02 09:00:00,2023-06-02 09:00:00
2792,CUST-02792,Dũng,Huỳnh,dũng.huynh426@gmail.com,0389081970,Male,1997-06-10,Biên Hòa,Vietnam,Consumer,2023-03-28,0,2023-03-28 09:00:00,2023-03-28 09:00:00
2793,CUST-02793,Trinh,Đoàn,trinh.doan3580@yahoo.com,0944414679,Other,1990-10-05,Thái Nguyên,Vietnam,Consumer,2023-07-29,1,2023-07-29 09:00:00,2023-07-29 09:00:00
2794,CUST-02794,Hiếu,Đinh,hieu.dinh4199@outlook.com,0797972320,Male,1991-11-25,Hà Nội,Vietnam,Consumer,2024-03-22,1,2024-03-22 09:00:00,2024-03-22 09:00:00
2795,CUST-02795,Hải,Trần,hải.tran7719@yahoo.com,0865651390,Other,1982-08-27,Bắc Ninh,Vietnam,Home Office,2023-02-13,0,2023-02-13 09:00:00,2023-02-13 09:00:00
2796,CUST-02796,Mai,Phạm,mai.phạm3106@hotmail.com,0364804677,Other,1993-04-19,Hạ Long,Vietnam,Consumer,2023-02-20,0,2023-02-20 09:00:00,2023-02-20 09:00:00
2797,CUST-02797,Minh,Trịnh,minh.trịnh1575@hotmail.com,0964794080,Other,1997-12-06,Biên Hòa,Vietnam,Consumer,2024-07-04,1,2024-07-04 09:00:00,2024-07-04 09:00:00
2798,CUST-02798,Hưng,Dương,hung.duong5215@yahoo.com,0936942691,Male,1999-10-15,TP. Hồ Chí Minh,Vietnam,Consumer,2024-07-07,1,2024-07-07 09:00:00,2024-07-07 09:00:00
2799,CUST-02799,Toàn,Hồ,toan.ho842@outlook.com,0329626292,Other,2004-06-07,Hà Nội,Vietnam,Corporate,2024-08-04,1,2024-08-04 09:00:00,2024-08-04 09:00:00
2800,CUST-02800,Lan,Vũ,lan.vũ9868@hotmail.com,0945489433,Other,2004-06-07,Bình Dương,Vietnam,Consumer,2023-01-09,1,2023-01-09 09:00:00,2023-01-09 09:00:00
2801,CUST-02801,Long,Lý,long.ly2673@yahoo.com,0795761476,Male,1999-02-14,Đà Nẵng,Vietnam,Corporate,2024-04-25,1,2024-04-25 09:00:00,2024-04-25 09:00:00
2802,CUST-02802,Long,Đoàn,long.doan3947@yahoo.com,0382116025,Male,2004-05-22,Đà Lạt,Vietnam,Corporate,2023-08-14,1,2023-08-14 09:00:00,2023-08-14 09:00:00
2803,CUST-02803,Nhân,Đoàn,nhan.doan6874@yahoo.com,0779402654,Male,1964-02-13,Hà Nội,Vietnam,Home Office,2023-06-22,1,2023-06-22 09:00:00,2023-06-22 09:00:00
2804,CUST-02804,Hùng,Hoàng,hung.hoang7580@gmail.com,0709883716,Other,1986-09-14,Hà Nội,Vietnam,Consumer,2024-02-03,1,2024-02-03 09:00:00,2024-02-03 09:00:00
2805,CUST-02805,Yến,Trịnh,yen.trịnh9461@hotmail.com,0780126699,Other,1977-08-13,TP. Hồ Chí Minh,Vietnam,Consumer,2023-03-23,0,2023-03-23 09:00:00,2023-03-23 09:00:00
2806,CUST-02806,Thảo,Đoàn,thảo.doan6160@outlook.com,0774893670,Other,2004-08-12,Đà Nẵng,Vietnam,Consumer,2023-06-29,0,2023-06-29 09:00:00,2023-06-29 09:00:00
2807,CUST-02807,Hạnh,Đinh,hạnh.dinh6264@gmail.com,0793421254,Other,1994-06-27,TP. Hồ Chí Minh,Vietnam,Consumer,2023-01-09,1,2023-01-09 09:00:00,2023-01-09 09:00:00
2808,CUST-02808,Lâm,Tô,lam.to6380@gmail.com,0702638239,Male,1988-12-24,Hà Nội,Vietnam,Consumer,2023-10-30,1,2023-10-30 09:00:00,2023-10-30 09:00:00
2809,CUST-02809,Bảo,Đinh,bảo.dinh2732@gmail.com,0353071675,Male,1965-07-08,Hà Nội,Vietnam,Corporate,2023-06-25,1,2023-06-25 09:00:00,2023-06-25 09:00:00
2810,CUST-02810,Nhi,Hoàng,nhi.hoang6491@yahoo.com,0350741443,Female,1982-02-09,Hà Nội,Vietnam,Corporate,2023-01-16,1,2023-01-16 09:00:00,2023-01-16 09:00:00
2811,CUST-02811,Trọng,Vũ,trọng.vũ7294@gmail.com,0772742005,Male,1958-08-19,Hà Nội,Vietnam,Corporate,2023-10-28,1,2023-10-28 09:00:00,2023-10-28 09:00:00
2812,CUST-02812,Thu,Lý,thu.ly9410@outlook.com,0849149860,Other,1978-01-28,Cần Thơ,Vietnam,Corporate,2023-11-19,1,2023-11-19 09:00:00,2023-11-19 09:00:00
2813,CUST-02813,Minh,Hồ,minh.ho7000@outlook.com,0789782425,Male,1994-04-18,Thái Nguyên,Vietnam,Consumer,2023-05-14,1,2023-05-14 09:00:00,2023-05-14 09:00:00
2814,CUST-02814,Mai,Đặng,mai.dang6649@gmail.com,0931965701,Female,1998-01-25,TP. Hồ Chí Minh,Vietnam,Consumer,2023-10-25,1,2023-10-25 09:00:00,2023-10-25 09:00:00
2815,CUST-02815,Khoa,Huỳnh,khoa.huynh3855@hotmail.com,0776738209,Male,1997-02-24,Đà Nẵng,Vietnam,Consumer,2023-03-21,1,2023-03-21 09:00:00,2023-03-21 09:00:00
2816,CUST-02816,Thanh,Đoàn,thanh.doan8850@outlook.com,0564431069,Female,1981-01-14,Hải Phòng,Vietnam,Consumer,2023-01-28,1,2023-01-28 09:00:00,2023-01-28 09:00:00
2817,CUST-02817,Toàn,Võ,toan.võ710@gmail.com,0960119393,Male,1967-12-09,Hà Nội,Vietnam,Consumer,2023-02-16,1,2023-02-16 09:00:00,2023-02-16 09:00:00
2818,CUST-02818,Quân,Lê,quan.le4899@outlook.com,0912942670,Other,1960-02-11,Hải Phòng,Vietnam,Consumer,2023-12-21,1,2023-12-21 09:00:00,2023-12-21 09:00:00
2819,CUST-02819,Hằng,Phạm,hằng.phạm3550@gmail.com,0945862071,Female,1974-08-22,Mỹ Tho,Vietnam,Home Office,2023-05-27,0,2023-05-27 09:00:00,2023-05-27 09:00:00
2820,CUST-02820,Lan,Đinh,lan.dinh4436@outlook.com,0707278573,Female,2000-12-19,Hà Nội,Vietnam,Corporate,2023-02-23,0,2023-02-23 09:00:00,2023-02-23 09:00:00
2821,CUST-02821,Hoàng,Hồ,hoang.ho7097@yahoo.com,0705155973,Other,1987-01-18,Nha Trang,Vietnam,Consumer,2023-10-13,1,2023-10-13 09:00:00,2023-10-13 09:00:00
2822,CUST-02822,Toàn,Lý,toan.ly520@outlook.com,0792265676,Male,1992-03-21,TP. Hồ Chí Minh,Vietnam,Corporate,2023-12-05,1,2023-12-05 09:00:00,2023-12-05 09:00:00
2823,CUST-02823,Khoa,Ngô,khoa.ngo7806@gmail.com,0769823070,Male,2005-05-27,Hà Nội,Vietnam,Consumer,2023-08-09,1,2023-08-09 09:00:00,2023-08-09 09:00:00
2824,CUST-02824,Hùng,Tô,hung.to8758@outlook.com,0964806676,Male,1998-10-26,TP. Hồ Chí Minh,Vietnam,Home Office,2023-02-05,0,2023-02-05 09:00:00,2023-02-05 09:00:00
2825,CUST-02825,Hoa,Hoàng,hoa.hoang2696@outlook.com,0858713971,Other,1987-03-17,Đà Lạt,Vietnam,Consumer,2023-01-29,1,2023-01-29 09:00:00,2023-01-29 09:00:00
2826,CUST-02826,Hoa,Đặng,hoa.dang8661@gmail.com,0941879997,Female,1959-09-26,Hà Nội,Vietnam,Home Office,2023-06-04,0,2023-06-04 09:00:00,2023-06-04 09:00:00
2827,CUST-02827,Hương,Hoàng,huong.hoang8699@outlook.com,0581362334,Female,1965-05-13,Đà Nẵng,Vietnam,Consumer,2024-04-21,1,2024-04-21 09:00:00,2024-04-21 09:00:00
2828,CUST-02828,Nhân,Đặng,nhan.dang9497@yahoo.com,0792735060,Male,1985-05-28,Hà Nội,Vietnam,Consumer,2024-03-14,1,2024-03-14 09:00:00,2024-03-14 09:00:00
2829,CUST-02829,Châu,Đoàn,chau.doan350@hotmail.com,0966120465,Female,1983-04-23,TP. Hồ Chí Minh,Vietnam,Consumer,2024-03-20,1,2024-03-20 09:00:00,2024-03-20 09:00:00
2830,CUST-02830,Khải,Lý,khải.ly5558@hotmail.com,0361586241,Male,1975-12-12,TP. Hồ Chí Minh,Vietnam,Home Office,2023-09-13,1,2023-09-13 09:00:00,2023-09-13 09:00:00
2831,CUST-02831,Long,Nguyễn,long.nguyen8489@gmail.com,0370780037,Male,1958-04-21,Hải Phòng,Vietnam,Home Office,2023-04-29,1,2023-04-29 09:00:00,2023-04-29 09:00:00
2832,CUST-02832,Hương,Dương,huong.duong4716@gmail.com,0912928643,Other,1967-07-28,Buôn Ma Thuột,Vietnam,Corporate,2023-01-30,1,2023-01-30 09:00:00,2023-01-30 09:00:00
2833,CUST-02833,Giang,Đỗ,giang.do7127@outlook.com,0580165820,Other,1960-03-03,Hà Nội,Vietnam,Corporate,2023-08-13,1,2023-08-13 09:00:00,2023-08-13 09:00:00
2834,CUST-02834,Châu,Đoàn,chau.doan959@hotmail.com,0964200629,Female,1987-11-17,Hạ Long,Vietnam,Home Office,2024-05-24,1,2024-05-24 09:00:00,2024-05-24 09:00:00
2835,CUST-02835,Yến,Hoàng,yen.hoang1071@gmail.com,0858306344,Female,1959-11-22,TP. Hồ Chí Minh,Vietnam,Corporate,2023-04-16,1,2023-04-16 09:00:00,2023-04-16 09:00:00
2836,CUST-02836,Anh,Đỗ,anh.do7369@outlook.com,0395644119,Other,1986-12-06,Biên Hòa,Vietnam,Consumer,2023-10-26,1,2023-10-26 09:00:00,2023-10-26 09:00:00
2837,CUST-02837,Phong,Dương,phong.duong7064@outlook.com,0966991589,Other,1974-12-16,Đà Nẵng,Vietnam,Corporate,2024-10-17,1,2024-10-17 09:00:00,2024-10-17 09:00:00
2838,CUST-02838,Khoa,Bùi,khoa.bui25@yahoo.com,0943000088,Male,1988-04-19,TP. Hồ Chí Minh,Vietnam,Corporate,2024-02-17,1,2024-02-17 09:00:00,2024-02-17 09:00:00
2839,CUST-02839,Linh,Lý,linh.ly8316@hotmail.com,0847935219,Female,1983-04-07,Bắc Ninh,Vietnam,Corporate,2023-06-22,1,2023-06-22 09:00:00,2023-06-22 09:00:00
2840,CUST-02840,Tùng,Đỗ,tung.do4430@yahoo.com,0843739977,Male,2001-02-09,Biên Hòa,Vietnam,Home Office,2023-10-05,1,2023-10-05 09:00:00,2023-10-05 09:00:00
2841,CUST-02841,Thảo,Lý,thảo.ly4485@gmail.com,0839267649,Other,1970-07-27,Hà Nội,Vietnam,Consumer,2024-07-04,1,2024-07-04 09:00:00,2024-07-04 09:00:00
2842,CUST-02842,Trọng,Bùi,trọng.bui8320@hotmail.com,0919491997,Male,1972-12-21,Hải Phòng,Vietnam,Home Office,2023-04-27,1,2023-04-27 09:00:00,2023-04-27 09:00:00
2843,CUST-02843,Dũng,Phan,dũng.phan7003@hotmail.com,0978069328,Other,1963-08-03,Quy Nhơn,Vietnam,Consumer,2023-03-14,1,2023-03-14 09:00:00,2023-03-14 09:00:00
2844,CUST-02844,Thảo,Trịnh,thảo.trịnh2642@hotmail.com,0323029922,Female,1967-01-06,Huế,Vietnam,Consumer,2023-10-21,1,2023-10-21 09:00:00,2023-10-21 09:00:00
2845,CUST-02845,Thu,Đinh,thu.dinh1532@hotmail.com,0785054235,Other,1966-03-03,Vinh,Vietnam,Consumer,2023-04-26,1,2023-04-26 09:00:00,2023-04-26 09:00:00
2846,CUST-02846,Hương,Lê,huong.le4254@outlook.com,0779232671,Female,1990-12-04,TP. Hồ Chí Minh,Vietnam,Corporate,2023-12-17,1,2023-12-17 09:00:00,2023-12-17 09:00:00
2847,CUST-02847,Khánh,Nguyễn,khanh.nguyen8560@yahoo.com,0903504629,Female,1976-02-12,Nha Trang,Vietnam,Consumer,2024-04-15,1,2024-04-15 09:00:00,2024-04-15 09:00:00
2848,CUST-02848,Hoa,Nguyễn,hoa.nguyen1622@hotmail.com,0975578645,Female,1979-06-25,Hải Phòng,Vietnam,Home Office,2024-02-13,1,2024-02-13 09:00:00,2024-02-13 09:00:00
2849,CUST-02849,Lâm,Nguyễn,lam.nguyen4543@gmail.com,0949471124,Male,2001-08-18,Đà Nẵng,Vietnam,Corporate,2024-01-11,1,2024-01-11 09:00:00,2024-01-11 09:00:00
2850,CUST-02850,Ngọc,Vũ,ngọc.vũ7112@outlook.com,0941013282,Female,1968-02-22,TP. Hồ Chí Minh,Vietnam,Consumer,2024-09-15,1,2024-09-15 09:00:00,2024-09-15 09:00:00
2851,CUST-02851,Tuấn,Trịnh,tuan.trịnh711@gmail.com,0566325867,Male,1983-06-18,Hạ Long,Vietnam,Home Office,2023-10-18,1,2023-10-18 09:00:00,2023-10-18 09:00:00
2852,CUST-02852,Thiên,Đỗ,thien.do5352@outlook.com,0337932008,Male,1975-11-26,Hà Nội,Vietnam,Consumer,2023-11-03,1,2023-11-03 09:00:00,2023-11-03 09:00:00
2853,CUST-02853,Hoa,Đỗ,hoa.do351@gmail.com,0365996848,Female,2002-03-19,Nha Trang,Vietnam,Consumer,2023-08-23,1,2023-08-23 09:00:00,2023-08-23 09:00:00
2854,CUST-02854,Trang,Bùi,trang.bui5533@hotmail.com,0341404288,Female,1999-01-25,Đà Nẵng,Vietnam,Corporate,2024-01-11,1,2024-01-11 09:00:00,2024-01-11 09:00:00
2855,CUST-02855,Trinh,Huỳnh,trinh.huynh1652@hotmail.com,0835914388,Female,1999-06-23,Hà Nội,Vietnam,Home Office,2023-11-29,1,2023-11-29 09:00:00,2023-11-29 09:00:00
2856,CUST-02856,Kiên,Phan,kien.phan9644@yahoo.com,0320258565,Other,2004-08-16,Vũng Tàu,Vietnam,Consumer,2024-04-25,1,2024-04-25 09:00:00,2024-04-25 09:00:00
2857,CUST-02857,Phương,Huỳnh,phuong.huynh4539@yahoo.com,0779346829,Other,1983-06-05,Biên Hòa,Vietnam,Home Office,2023-04-04,1,2023-04-04 09:00:00,2023-04-04 09:00:00
2858,CUST-02858,Trọng,Hồ,trọng.ho411@yahoo.com,0793409161,Male,1973-04-08,Đà Lạt,Vietnam,Consumer,2023-02-01,0,2023-02-01 09:00:00,2023-02-01 09:00:00
2859,CUST-02859,Phương,Phan,phuong.phan7857@yahoo.com,0366281915,Female,1971-09-21,Hà Nội,Vietnam,Consumer,2023-10-25,1,2023-10-25 09:00:00,2023-10-25 09:00:00
2860,CUST-02860,Hiếu,Võ,hieu.võ83@gmail.com,0347882247,Other,1963-07-18,TP. Hồ Chí Minh,Vietnam,Consumer,2024-03-05,1,2024-03-05 09:00:00,2024-03-05 09:00:00
2861,CUST-02861,Hằng,Phan,hằng.phan7026@hotmail.com,0982851419,Other,1986-05-11,Hà Nội,Vietnam,Corporate,2023-07-04,1,2023-07-04 09:00:00,2023-07-04 09:00:00
2862,CUST-02862,Nhân,Đỗ,nhan.do6242@gmail.com,0766761645,Other,1988-03-06,TP. Hồ Chí Minh,Vietnam,Consumer,2023-09-24,1,2023-09-24 09:00:00,2023-09-24 09:00:00
2863,CUST-02863,Phong,Hoàng,phong.hoang1901@gmail.com,0360291381,Male,1995-05-18,Thái Bình,Vietnam,Consumer,2023-10-24,1,2023-10-24 09:00:00,2023-10-24 09:00:00
2864,CUST-02864,Nhung,Đặng,nhung.dang6564@gmail.com,0581585174,Female,1982-11-07,Huế,Vietnam,Consumer,2023-01-21,1,2023-01-21 09:00:00,2023-01-21 09:00:00
2865,CUST-02865,Long,Nguyễn,long.nguyen3934@hotmail.com,0837464385,Male,1981-11-15,Hà Nội,Vietnam,Consumer,2023-06-21,1,2023-06-21 09:00:00,2023-06-21 09:00:00
2866,CUST-02866,Hoàng,Đoàn,hoang.doan6197@outlook.com,0979630993,Male,1978-04-02,Thái Nguyên,Vietnam,Consumer,2023-06-02,1,2023-06-02 09:00:00,2023-06-02 09:00:00
2867,CUST-02867,Thanh,Trịnh,thanh.trịnh6323@gmail.com,0778525482,Female,2003-04-17,TP. Hồ Chí Minh,Vietnam,Consumer,2024-07-24,1,2024-07-24 09:00:00,2024-07-24 09:00:00
2868,CUST-02868,Giang,Đoàn,giang.doan7879@hotmail.com,0350814356,Other,1993-05-11,Bình Dương,Vietnam,Consumer,2023-08-29,1,2023-08-29 09:00:00,2023-08-29 09:00:00
2869,CUST-02869,Hoàng,Hoàng,hoang.hoang7005@hotmail.com,0783435859,Male,1988-07-08,Cần Thơ,Vietnam,Home Office,2024-04-19,1,2024-04-19 09:00:00,2024-04-19 09:00:00
2870,CUST-02870,Thiên,Tô,thien.to8648@hotmail.com,0354341036,Male,1965-08-20,Huế,Vietnam,Corporate,2023-02-02,1,2023-02-02 09:00:00,2023-02-02 09:00:00
2871,CUST-02871,Lâm,Đinh,lam.dinh8892@yahoo.com,0793688501,Male,1969-08-13,Vũng Tàu,Vietnam,Consumer,2024-10-17,1,2024-10-17 09:00:00,2024-10-17 09:00:00
2872,CUST-02872,Trúc,Hồ,truc.ho300@gmail.com,0322764714,Other,1968-02-04,Hà Nội,Vietnam,Corporate,2023-08-22,1,2023-08-22 09:00:00,2023-08-22 09:00:00
2873,CUST-02873,Hoa,Đỗ,hoa.do1499@hotmail.com,0381029833,Female,1967-11-17,Thái Bình,Vietnam,Consumer,2023-03-25,0,2023-03-25 09:00:00,2023-03-25 09:00:00
2874,CUST-02874,Khánh,Ngô,khanh.ngo3590@outlook.com,0849524050,Other,2005-01-24,Hà Nội,Vietnam,Corporate,2023-03-31,1,2023-03-31 09:00:00,2023-03-31 09:00:00
2875,CUST-02875,Phương,Hoàng,phuong.hoang8349@hotmail.com,0340122691,Female,1991-05-18,TP. Hồ Chí Minh,Vietnam,Consumer,2023-08-28,1,2023-08-28 09:00:00,2023-08-28 09:00:00
2876,CUST-02876,Thủy,Tô,thủy.to6350@gmail.com,0853607727,Female,1981-01-23,Hà Nội,Vietnam,Corporate,2023-10-17,1,2023-10-17 09:00:00,2023-10-17 09:00:00
2877,CUST-02877,Hạnh,Đoàn,hạnh.doan1114@outlook.com,0860938654,Female,1989-11-28,Đà Nẵng,Vietnam,Corporate,2023-07-11,1,2023-07-11 09:00:00,2023-07-11 09:00:00
2878,CUST-02878,Nhi,Dương,nhi.duong5125@hotmail.com,0891929959,Other,1966-10-17,Bình Dương,Vietnam,Consumer,2023-01-19,1,2023-01-19 09:00:00,2023-01-19 09:00:00
2879,CUST-02879,Thủy,Đinh,thủy.dinh9285@gmail.com,0582638279,Other,1981-01-19,TP. Hồ Chí Minh,Vietnam,Consumer,2024-10-22,1,2024-10-22 09:00:00,2024-10-22 09:00:00
2880,CUST-02880,Khoa,Tô,khoa.to1307@yahoo.com,0581249773,Male,1989-03-25,Vũng Tàu,Vietnam,Corporate,2024-04-17,1,2024-04-17 09:00:00,2024-04-17 09:00:00
2881,CUST-02881,Mỹ,Bùi,my.bui7318@gmail.com,0863315410,Other,1968-07-16,Hà Nội,Vietnam,Consumer,2023-08-03,1,2023-08-03 09:00:00,2023-08-03 09:00:00
2882,CUST-02882,Nam,Đinh,nam.dinh8015@gmail.com,0763900496,Male,1985-07-28,TP. Hồ Chí Minh,Vietnam,Corporate,2024-01-31,1,2024-01-31 09:00:00,2024-01-31 09:00:00
2883,CUST-02883,Vy,Vũ,vy.vũ9790@outlook.com,0862789523,Other,1996-05-19,Đà Nẵng,Vietnam,Corporate,2024-05-26,1,2024-05-26 09:00:00,2024-05-26 09:00:00
2884,CUST-02884,Vy,Đoàn,vy.doan740@yahoo.com,0566029442,Female,1972-02-12,Huế,Vietnam,Corporate,2023-02-15,1,2023-02-15 09:00:00,2023-02-15 09:00:00
2885,CUST-02885,Hoa,Hồ,hoa.ho3030@outlook.com,0816527047,Other,1994-01-05,Đà Nẵng,Vietnam,Consumer,2023-05-18,1,2023-05-18 09:00:00,2023-05-18 09:00:00
2886,CUST-02886,Quân,Hoàng,quan.hoang9743@outlook.com,0825538709,Other,2000-05-06,Đà Nẵng,Vietnam,Consumer,2023-03-23,0,2023-03-23 09:00:00,2023-03-23 09:00:00
2887,CUST-02887,Duy,Trịnh,duy.trịnh9112@hotmail.com,0860541919,Male,1978-12-23,Bình Dương,Vietnam,Corporate,2024-08-20,1,2024-08-20 09:00:00,2024-08-20 09:00:00
2888,CUST-02888,Vy,Bùi,vy.bui1100@gmail.com,0901818281,Female,1971-02-25,Cần Thơ,Vietnam,Consumer,2024-10-27,1,2024-10-27 09:00:00,2024-10-27 09:00:00
2889,CUST-02889,Ngân,Trần,ngan.tran536@outlook.com,0780401461,Other,2005-01-02,Bắc Ninh,Vietnam,Corporate,2024-04-23,1,2024-04-23 09:00:00,2024-04-23 09:00:00
2890,CUST-02890,Hưng,Huỳnh,hung.huynh9829@gmail.com,0396759164,Male,1966-06-07,Buôn Ma Thuột,Vietnam,Corporate,2024-08-13,1,2024-08-13 09:00:00,2024-08-13 09:00:00
2891,CUST-02891,Vy,Đỗ,vy.do1681@yahoo.com,0760570273,Female,1991-03-02,Huế,Vietnam,Corporate,2023-03-01,0,2023-03-01 09:00:00,2023-03-01 09:00:00
2892,CUST-02892,Thiên,Đỗ,thien.do611@hotmail.com,0341383514,Male,1983-06-18,Đà Nẵng,Vietnam,Consumer,2023-04-29,0,2023-04-29 09:00:00,2023-04-29 09:00:00
